SITE CODE= 51E久喜市下早見              ,38.1033,142.8600, 24,9.0,40613.6154873, 51.36, 89.60
 LAT.=   36.0595
 LON.=  139.6669
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 47 10
 NS,EW,UD
107.539,-24.987,11.424
107.094,-20.782,3.799
103.638,-20.982,3.300
95.220,-19.527,-6.042
88.052,-18.582,-4.442
83.401,-19.454,0.619
75.867,-16.252,-3.361
66.539,-9.724,4.937
55.934,0.365,5.286
36.803,13.111,6.289
17.652,23.436,21.614
-5.914,29.252,19.882
-37.807,31.527,15.206
-55.755,30.657,17.992
-68.720,20.730,18.710
-76.749,6.710,21.896
-72.244,-9.939,15.724
-68.515,-30.582,21.111
-56.764,-39.797,36.003
-46.757,-46.147,33.647
-40.318,-52.270,25.811
-31.185,-51.865,-1.037
-31.007,-50.256,-21.329
-24.834,-36.789,-10.425
-18.861,-20.842,-17.305
-15.991,-11.179,-38.215
-4.954,-10.920,-33.747
0.831,-17.336,-19.138
6.577,-15.307,-8.484
16.900,-17.807,14.529
19.242,-20.508,33.516
12.851,-13.248,41.449
6.366,-3.219,52.294
-1.472,10.355,51.439
-9.129,24.601,37.932
-8.671,35.273,25.814
-2.043,35.508,22.064
13.004,34.420,22.021
36.016,36.021,15.221
57.850,26.898,4.623
77.992,14.043,6.032
93.881,2.796,16.868
99.848,-7.043,28.369
101.285,-12.171,38.361
92.807,-16.920,35.297
76.990,-19.975,34.426
63.248,-19.373,24.077
47.731,-19.925,0.217
38.312,-17.200,-1.359
26.775,-9.127,-6.482
11.649,-1.702,-23.888
4.464,-0.107,-29.027
-2.325,-3.512,-26.246
-9.546,2.338,-22.647
-17.521,9.721,-24.866
-23.073,7.629,-26.963
-22.798,5.785,-21.752
-19.634,2.326,-18.127
-13.065,-4.307,-16.293
0.138,-11.855,-3.900
20.968,-22.182,16.377
43.537,-37.178,35.027
64.565,-51.813,48.972
79.143,-66.884,50.347
81.801,-83.986,44.233
74.467,-93.677,48.949
60.188,-93.566,46.591
39.133,-85.020,23.209
16.261,-77.932,12.595
-5.199,-71.330,15.513
-28.383,-57.078,7.882
-45.925,-44.438,-4.736
-54.751,-32.570,-9.186
-62.639,-13.032,-1.204
-63.434,10.972,5.716
-60.973,36.217,-0.149
-69.281,56.235,-6.123
-76.066,67.087,-8.887
-81.020,75.671,-14.232
-86.674,76.852,-16.405
-84.772,71.893,-17.601
-84.561,66.811,-11.034
-75.387,57.237,5.387
-54.456,44.058,20.784
-34.588,32.389,27.318
-10.243,22.438,38.227
14.554,13.348,58.932
31.988,10.695,52.849
44.507,6.699,40.970
47.794,0.768,32.529
31.021,-6.417,13.478
5.798,-14.733,7.470
-20.507,-21.223,-5.068
-47.181,-34.302,-11.451
-63.878,-39.633,-3.781
-75.244,-41.823,-1.058
-71.521,-41.798,15.269
-50.162,-28.828,27.985
-27.293,-17.463,25.938
-0.582,-2.195,27.075
25.631,14.015,20.166
38.691,27.973,-0.820
42.173,41.511,-16.820
36.395,47.759,-33.717
19.598,50.822,-50.347
5.489,48.182,-45.245
-9.785,40.318,-36.856
-26.162,26.176,-29.193
-30.054,6.986,-16.812
-28.739,-14.302,-6.886
-23.048,-33.218,3.812
-14.531,-45.144,5.392
-7.024,-59.807,2.895
-0.857,-70.714,5.876
-2.532,-75.595,10.029
-9.075,-79.914,5.595
-17.048,-83.256,4.677
-21.864,-85.758,12.721
-25.350,-83.199,11.865
-24.666,-80.000,8.948
-14.894,-78.082,-5.186
-1.296,-76.895,-15.349
21.381,-69.281,-9.921
42.267,-57.282,-13.278
59.704,-48.790,-12.555
80.025,-38.749,-18.470
91.520,-31.020,-21.232
99.143,-17.209,1.781
99.950,3.602,13.930
92.225,21.261,11.657
89.161,36.600,16.020
87.736,47.501,15.843
83.525,62.025,-6.837
82.722,72.035,-20.157
79.963,74.661,-14.496
64.833,82.757,-17.382
48.381,90.818,-8.227
28.175,95.048,-0.352
-2.920,91.861,0.355
-29.790,90.637,9.961
-53.225,88.786,11.186
-72.590,84.884,10.037
-80.087,89.813,9.745
-80.151,85.038,6.328
-74.782,75.343,-7.307
-61.721,61.823,-18.825
-42.483,40.033,-7.084
-28.066,25.648,11.480
-24.748,10.818,21.020
-27.496,-5.882,21.336
-35.213,-17.403,28.264
-50.306,-16.374,37.218
-68.393,-7.924,36.193
-79.445,-2.754,32.934
-76.844,3.211,21.595
-65.161,6.094,5.800
-49.380,7.249,-6.981
-30.299,3.829,-23.496
-11.936,-4.231,-37.960
2.654,-7.567,-33.955
7.983,-5.813,-23.530
3.467,1.532,-19.630
-4.216,5.420,-5.427
-15.777,7.479,6.847
-31.086,13.969,6.943
-40.269,11.856,19.838
-36.700,6.417,30.895
-21.312,4.611,20.352
4.170,-3.887,8.959
36.913,-16.320,1.691
71.993,-21.246,-4.363
105.859,-17.520,-0.725
136.887,-15.381,7.082
156.740,-7.857,2.782
164.283,10.217,-4.616
164.672,25.780,-1.103
149.325,45.770,-10.301
120.466,68.624,-26.941
91.100,81.893,-25.229
62.672,89.955,-13.834
37.614,93.367,2.805
23.078,90.923,10.600
15.889,80.268,18.209
17.533,64.595,33.220
27.939,56.425,26.559
31.036,53.535,28.525
30.869,51.079,39.619
23.232,51.165,30.406
5.668,48.546,21.658
-10.700,29.402,0.927
-38.045,-11.594,-8.792
-57.639,-47.610,6.612
-68.759,-76.443,-4.596
-79.176,-117.367,-16.619
-66.843,-145.684,-8.770
-52.875,-159.645,-3.678
-32.904,-165.560,1.279
-5.837,-164.498,-3.245
10.068,-175.027,-4.638
30.626,-176.554,2.705
42.305,-168.265,-1.920
45.211,-166.995,-11.050
49.035,-160.205,-20.556
48.314,-139.827,-33.679
49.520,-104.834,-43.522
44.062,-58.504,-53.008
34.074,-5.841,-58.601
22.142,50.320,-45.266
1.092,99.055,-19.904
-24.473,131.271,-15.735
-57.487,146.431,-27.437
-89.264,136.347,-12.772
-120.535,114.394,16.630
-159.863,90.484,33.822
-186.440,58.586,37.378
-201.961,24.631,35.046
-200.666,0.159,41.622
-173.932,-0.916,47.102
-139.941,6.271,40.929
-92.926,15.315,35.303
-35.363,27.055,32.088
19.343,37.836,9.965
64.069,47.026,-22.345
102.305,41.423,-40.328
126.663,33.524,-51.702
127.613,28.648,-60.629
125.226,21.840,-58.841
119.127,15.595,-35.669
106.445,13.288,-22.427
88.886,13.325,-34.598
75.899,4.841,-20.192
73.451,8.522,8.243
63.834,28.793,8.452
53.637,39.175,-5.466
35.953,42.257,-15.741
-0.929,54.943,-26.988
-41.707,76.744,-39.527
-82.781,94.700,-38.616
-128.336,105.041,-35.169
-170.472,107.446,-33.329
-200.650,99.190,-27.112
-221.322,75.584,-30.459
-224.446,37.843,-25.072
-205.245,-1.934,-2.647
-169.202,-46.090,18.463
-118.179,-90.166,42.918
-57.115,-119.405,52.325
-0.863,-143.100,41.973
45.430,-163.565,45.297
84.876,-169.222,47.015
100.725,-163.729,28.877
100.617,-151.651,6.581
97.283,-140.559,-9.967
87.600,-132.454,-14.754
79.226,-109.180,-14.074
72.307,-80.284,-13.597
74.721,-57.858,-6.272
85.934,-24.353,0.338
96.391,15.737,-7.553
111.463,49.283,-3.403
126.298,85.531,13.873
124.777,122.645,13.039
114.172,136.447,6.288
101.798,127.212,-6.223
74.211,102.683,-26.591
44.749,62.667,-34.848
20.503,21.615,-18.084
-1.334,-15.188,5.773
-4.544,-41.505,19.098
1.057,-61.475,39.474
5.923,-79.321,48.479
15.423,-80.545,46.328
26.702,-71.899,41.880
27.352,-67.666,16.561
8.000,-71.047,2.536
-19.545,-74.639,-4.469
-53.741,-84.881,-25.392
-90.236,-108.077,-28.261
-115.283,-130.971,-10.596
-133.615,-150.320,0.789
-139.443,-160.363,11.636
-114.350,-162.123,24.795
-69.975,-141.541,15.129
-27.601,-93.169,9.470
18.386,-38.707,10.567
54.646,22.597,-4.989
77.609,82.288,-6.552
96.123,132.604,-12.124
93.070,167.067,-23.136
83.540,191.447,-14.038
71.883,211.246,-20.993
51.001,209.589,-35.095
36.410,202.376,-27.074
21.474,193.543,-18.028
4.501,179.018,-12.029
-8.809,160.574,-3.080
-18.139,122.345,-9.453
-24.138,77.448,-23.213
-30.919,30.218,-10.739
-41.846,-22.874,-1.069
-65.567,-70.421,-3.885
-87.945,-108.807,13.345
-106.160,-126.359,11.312
-131.805,-131.271,-0.539
-144.216,-119.320,8.827
-152.013,-93.329,1.857
-156.903,-70.926,-7.857
-137.102,-43.757,-4.690
-115.633,-36.075,-14.829
-98.570,-44.716,-21.217
-69.855,-56.575,-21.820
-42.793,-87.657,-39.747
-18.190,-122.329,-39.188
17.143,-145.348,-17.614
50.878,-154.120,-7.969
82.092,-146.354,-3.520
119.739,-130.937,-7.821
156.793,-115.274,-11.774
190.330,-84.969,-4.992
215.069,-46.039,-1.550
231.182,-13.843,12.675
236.783,18.829,27.792
223.818,46.208,27.037
199.178,62.852,30.403
164.377,73.535,27.921
121.119,81.527,25.564
82.500,91.653,34.030
53.874,102.418,32.266
29.362,109.677,16.738
10.222,110.389,4.336
-1.952,100.793,0.654
-18.933,81.967,-3.714
-29.673,52.576,3.633
-34.186,18.746,13.507
-48.193,-15.883,13.620
-58.469,-57.718,16.561
-72.008,-99.196,19.837
-95.328,-133.777,19.178
-112.476,-152.689,16.156
-120.696,-150.152,10.950
-123.886,-144.278,-4.798
-120.112,-137.338,-17.761
-102.399,-124.897,-18.864
-72.888,-114.834,-26.132
-31.743,-96.805,-40.940
17.573,-74.938,-51.497
64.872,-54.920,-53.821
109.737,-24.264,-52.602
149.429,10.338,-46.259
180.093,43.460,-36.396
195.633,74.636,-23.795
196.929,100.887,-15.873
189.001,123.147,-27.773
166.425,139.073,-26.911
138.688,153.077,-9.720
102.760,169.060,-17.591
59.047,177.853,-16.077
25.895,180.873,4.594
-14.643,175.955,-1.865
-57.245,156.689,-13.104
-89.655,128.112,2.790
-132.784,85.081,26.449
-177.726,43.062,38.446
-210.920,8.623,34.466
-234.596,-33.529,26.914
-245.785,-63.739,32.952
-241.489,-70.194,34.866
-219.370,-66.491,28.099
-180.646,-51.909,24.845
-128.288,-25.904,16.861
-62.727,1.057,-3.866
7.601,28.200,-20.184
76.807,53.789,-16.129
134.093,75.104,-20.199
166.451,83.838,-25.191
183.913,71.789,-8.502
186.677,49.876,15.020
166.783,29.324,34.693
133.154,9.957,37.364
97.810,-13.126,35.431
56.037,-21.940,45.471
7.813,-7.055,40.832
-37.018,13.250,16.479
-79.455,33.125,-2.745
-114.297,54.170,-25.851
-147.722,69.719,-52.965
-173.286,74.670,-54.584
-187.359,75.907,-34.664
-206.452,74.180,-19.589
-211.846,64.077,-15.293
-205.934,44.149,-14.579
-195.206,14.851,-9.449
-164.045,-9.913,2.358
-118.788,-22.742,11.004
-59.162,-39.751,4.800
7.994,-64.492,4.511
70.943,-89.072,16.963
118.563,-114.483,16.836
146.092,-141.149,13.061
165.408,-168.186,4.842
164.282,-186.395,5.141
147.682,-185.401,16.514
128.815,-167.255,4.837
102.997,-134.045,-4.320
78.666,-87.390,-3.905
60.550,-42.133,-4.659
53.725,1.609,5.455
45.084,43.264,15.835
34.794,63.200,23.653
27.838,77.323,26.247
5.045,82.391,27.714
-20.415,68.447,31.238
-53.948,68.722,28.493
-101.446,72.456,26.191
-138.866,71.843,12.061
-173.597,78.648,-9.544
-195.339,85.695,-14.475
-195.414,103.093,-27.435
-192.713,125.699,-44.420
-171.255,143.514,-45.699
-135.556,155.150,-51.022
-100.803,159.239,-36.815
-64.240,158.837,-13.959
-44.216,144.281,-15.823
-27.923,113.300,-2.681
-10.233,73.256,12.301
-5.086,26.551,14.259
5.118,-17.558,16.636
16.940,-59.660,2.329
34.603,-108.854,-7.880
57.279,-136.861,-22.585
69.498,-149.299,-39.931
91.132,-170.412,-42.046
104.256,-176.923,-40.506
105.463,-177.562,-31.266
110.710,-175.115,-44.401
103.689,-170.499,-55.137
95.190,-160.417,-36.221
75.332,-128.221,-21.618
49.483,-96.281,-13.761
31.483,-64.937,-11.449
13.379,-37.381,4.641
4.259,-11.756,26.382
-4.887,14.295,36.792
-5.624,27.974,41.294
1.210,44.800,23.603
5.794,61.035,17.918
12.058,81.599,26.487
2.933,111.425,3.222
-11.836,135.321,-9.629
-21.516,158.624,5.281
-41.689,175.673,6.064
-65.395,188.343,9.468
-78.743,199.968,25.273
-85.865,199.587,27.892
-84.204,196.327,32.507
-69.596,189.033,40.436
-52.971,167.553,28.971
-38.152,124.319,19.338
-26.238,61.063,5.821
-26.341,-18.489,-7.858
-27.873,-98.692,3.541
-30.533,-149.977,5.606
-45.581,-196.323,-0.057
-59.056,-234.722,2.023
-69.743,-240.415,12.328
-72.722,-224.582,24.194
-68.940,-187.377,11.746
-65.778,-148.771,6.592
-54.729,-109.386,-0.019
-48.006,-70.355,-30.452
-40.052,-45.338,-48.261
-34.177,-21.850,-55.325
-37.656,-13.544,-51.779
-27.580,-11.990,-38.182
-17.388,-8.950,-16.399
-11.028,-15.272,15.523
2.357,-10.418,33.735
14.159,-4.184,44.021
25.591,1.891,47.370
28.080,24.425,34.707
21.816,51.028,23.245
16.267,76.957,12.514
8.826,95.260,1.718
5.999,103.268,-2.247
9.242,103.038,-9.051
16.226,88.282,-12.274
33.519,69.664,-9.566
52.856,55.374,-9.973
71.016,44.416,1.848
94.588,41.370,19.404
114.309,36.266,17.568
129.837,19.848,7.591
138.354,-4.445,-5.511
134.498,-37.970,-20.494
128.304,-71.341,-18.633
119.038,-100.357,-14.141
106.230,-126.879,-19.103
94.464,-139.360,-19.535
81.324,-143.805,-16.655
63.598,-143.288,-14.688
43.514,-131.140,5.315
26.841,-106.376,29.141
3.843,-73.291,28.818
-20.325,-39.954,28.862
-34.719,-3.469,24.997
-55.029,24.392,11.908
-72.714,45.084,9.192
-86.669,62.908,13.737
-100.598,70.190,27.450
-96.822,80.202,32.654
-77.806,87.766,32.534
-43.306,92.538,45.689
-1.241,98.489,50.791
39.446,99.020,39.577
76.210,95.572,31.023
99.448,84.172,30.228
102.903,70.618,23.727
83.818,53.307,17.492
54.533,33.998,14.527
20.936,20.461,20.701
-12.305,9.020,37.805
-41.226,-5.121,48.201
-61.100,-31.099,60.197
-64.112,-59.154,60.734
-55.591,-85.427,50.949
-34.303,-108.190,48.603
-7.662,-117.767,30.565
18.239,-122.839,10.559
44.607,-112.965,-17.623
56.499,-86.733,-63.648
55.730,-55.410,-73.376
47.053,-8.845,-66.568
18.015,42.726,-65.516
-9.700,90.334,-43.836
-28.368,127.051,-25.274
-52.719,146.017,-12.387
-61.754,158.589,2.638
-50.623,150.306,16.683
-22.045,127.486,28.516
13.844,108.879,27.435
51.484,81.326,27.105
92.686,52.832,18.907
114.337,28.998,4.197
119.883,2.556,-5.330
102.189,-20.636,-13.916
58.258,-38.997,-5.617
8.696,-53.575,1.613
-46.461,-67.635,2.777
-93.455,-81.831,10.523
-126.576,-91.337,13.743
-150.237,-101.009,5.145
-155.332,-113.563,-17.819
-145.004,-131.089,-25.196
-126.535,-148.519,-19.711
-111.521,-155.885,-24.972
-102.723,-164.402,-20.980
-90.639,-169.791,-12.136
-87.759,-166.632,-1.516
-84.911,-162.326,9.104
-73.136,-154.344,1.991
-57.307,-146.730,-7.782
-21.249,-129.427,-4.098
25.165,-102.865,3.257
80.264,-79.072,1.965
143.230,-49.147,1.588
199.113,-19.194,-6.779
250.784,3.930,-20.755
291.654,29.838,-11.502
311.653,51.970,3.208
306.707,61.311,8.170
281.303,68.009,11.910
235.723,74.265,18.460
171.299,78.829,24.520
99.176,84.657,31.891
26.846,89.063,42.861
-43.874,92.463,41.316
-108.500,86.766,23.167
-154.264,73.379,7.840
-183.641,63.088,2.479
-199.952,52.013,-6.530
-205.456,40.804,-6.114
-208.684,29.152,-2.320
-204.008,11.315,-3.976
-188.711,-3.252,6.383
-172.612,-9.086,5.200
-154.066,-10.668,1.743
-122.759,7.250,9.050
-82.645,37.727,8.592
-31.219,62.511,11.779
25.945,91.438,10.344
75.775,110.665,-4.659
125.684,116.990,-16.563
168.394,122.607,-11.569
196.120,121.966,-1.155
205.045,122.841,0.684
195.910,119.451,5.505
172.705,106.720,7.571
125.711,90.613,10.850
74.362,65.967,14.345
24.121,35.689,0.322
-31.123,-0.335,-15.641
-76.422,-34.926,-19.774
-113.754,-64.572,-19.718
-133.247,-94.077,-16.763
-134.594,-115.027,2.211
-129.970,-132.264,9.671
-119.053,-151.253,5.541
-102.365,-162.553,20.066
-85.237,-161.036,17.021
-81.854,-144.341,-5.257
-83.047,-108.989,-22.913
-84.927,-69.081,-32.719
-95.663,-27.760,-33.371
-99.509,15.166,-29.953
-84.706,35.608,-24.780
-59.091,44.158,-23.299
-23.972,49.016,-8.269
28.138,45.652,14.268
75.830,48.385,21.718
111.364,53.160,20.086
147.097,62.427,23.506
167.718,79.035,36.936
169.301,98.056,36.089
163.897,116.504,21.961
155.129,123.481,13.022
138.488,118.787,8.236
109.010,103.805,7.164
77.090,79.829,-4.541
46.423,50.052,-20.732
10.459,13.951,-25.127
-24.700,-14.405,-22.228
-57.689,-28.553,-22.347
-85.258,-37.171,-35.269
-95.878,-41.979,-42.187
-92.674,-46.061,-43.428
-77.719,-52.813,-49.165
-53.271,-63.821,-46.049
-28.166,-77.226,-45.700
2.453,-97.420,-46.125
34.527,-124.157,-38.361
56.248,-151.879,-32.733
68.768,-183.773,-13.332
70.544,-203.163,1.521
57.630,-206.831,-16.516
36.663,-204.557,-18.723
16.674,-180.645,-11.709
-11.492,-142.445,-26.510
-37.292,-104.902,-33.923
-47.113,-74.480,-33.483
-57.054,-54.698,-30.704
-66.531,-23.670,-35.380
-69.857,-6.333,-44.724
-61.930,-4.664,-35.149
-50.093,30.423,-22.300
-39.369,76.413,-17.516
-21.178,125.208,-4.167
-14.546,185.142,9.186
-11.102,232.786,20.955
-0.649,271.726,36.235
-6.426,300.916,36.680
-8.801,300.069,38.545
-3.757,270.243,31.924
-3.991,217.411,23.518
9.541,141.184,49.823
23.177,71.882,58.381
38.771,-1.496,47.907
66.804,-97.066,45.714
83.862,-175.218,36.196
92.429,-241.547,40.131
103.652,-289.773,41.058
103.502,-302.680,28.829
92.239,-302.278,18.257
81.249,-276.639,-3.567
48.444,-226.327,-21.321
-2.090,-162.094,-25.141
-50.318,-83.110,-33.128
-98.032,-1.476,-48.858
-139.384,81.122,-56.049
-175.976,142.733,-56.896
-204.835,186.994,-50.036
-222.697,230.854,-33.368
-218.049,246.546,-30.468
-190.097,244.289,-13.060
-159.445,240.175,8.439
-123.387,230.236,6.244
-76.157,220.685,24.230
-26.242,208.279,40.152
18.571,193.810,42.895
66.122,184.811,52.180
111.329,175.598,42.177
151.571,149.533,27.333
192.481,117.477,17.761
214.732,81.645,0.452
222.835,27.248,-11.900
217.999,-31.615,-21.568
194.414,-91.827,-36.707
161.069,-157.941,-38.851
117.294,-211.948,-33.207
74.553,-250.532,-47.859
33.829,-283.195,-52.660
-1.154,-296.047,-23.194
-30.280,-282.832,0.382
-62.733,-257.884,6.854
-86.852,-222.865,2.734
-104.177,-191.267,-8.814
-118.034,-169.116,-16.310
-129.689,-140.172,-23.469
-135.715,-117.972,-20.621
-136.073,-107.664,-11.242
-134.434,-103.391,0.610
-126.037,-94.727,18.660
-122.185,-68.730,28.394
-108.671,-40.902,44.769
-81.640,4.685,65.846
-55.152,68.662,81.135
-19.139,125.618,86.486
12.234,180.781,63.960
45.270,215.538,42.425
91.136,232.225,28.426
127.015,245.755,6.092
156.085,238.921,-19.025
179.359,216.174,-40.141
195.819,183.263,-37.746
204.795,145.328,-23.607
194.030,110.071,-12.994
175.636,71.466,8.908
151.111,30.657,36.844
115.689,-8.986,44.809
77.838,-47.793,41.733
43.099,-85.219,36.246
11.209,-121.479,16.354
-18.476,-152.787,11.116
-34.279,-171.356,10.246
-47.086,-182.332,-13.503
-63.295,-197.936,-19.022
-67.579,-208.222,-13.218
-76.267,-204.742,-21.373
-96.182,-201.449,-18.613
-111.713,-191.657,-9.710
-137.834,-173.993,-6.916
-172.705,-162.790,5.794
-192.222,-144.871,20.243
-210.385,-124.641,16.003
-213.889,-105.298,15.245
-186.491,-78.356,23.534
-153.941,-59.935,25.055
-107.722,-39.833,27.833
-52.501,-12.953,18.991
-3.988,9.810,4.570
42.114,40.362,-2.456
70.111,81.168,-16.518
82.023,121.998,-30.283
78.231,156.257,-42.852
56.494,182.231,-47.618
39.240,202.200,-39.435
27.897,220.026,-35.860
27.726,223.371,-29.749
46.566,211.122,-15.605
73.905,192.934,-9.733
111.176,169.081,-2.877
149.113,145.365,13.857
169.498,112.546,25.309
167.349,66.374,36.895
147.084,14.038,41.988
109.698,-45.775,44.601
60.591,-107.754,56.437
16.008,-155.713,55.283
-23.913,-188.556,43.621
-59.030,-212.147,41.620
-88.134,-219.679,51.739
-114.879,-216.698,45.572
-129.325,-211.496,26.697
-130.013,-203.018,10.364
-132.606,-190.875,-9.096
-131.341,-174.738,-9.706
-119.124,-142.138,-4.502
-109.804,-99.047,1.694
-87.437,-61.510,8.962
-51.187,-17.623,-1.856
-18.573,22.697,-1.527
24.331,64.284,15.392
69.743,113.302,21.634
106.132,147.589,19.303
136.205,176.223,23.170
146.667,196.827,29.889
135.562,206.040,34.999
113.531,214.901,29.378
79.989,215.678,13.550
44.239,203.504,8.452
10.673,187.881,7.854
-25.954,171.498,8.791
-57.576,148.004,2.228
-90.399,118.815,-13.446
-118.895,88.031,-22.961
-139.361,61.610,-30.613
-154.608,39.122,-31.472
-155.159,20.459,-37.297
-154.647,4.166,-47.473
-149.235,-13.519,-49.723
-135.012,-29.993,-46.124
-117.093,-47.578,-30.517
-88.266,-64.657,-15.868
-47.215,-82.176,-8.979
11.912,-101.858,-0.117
76.950,-120.295,13.550
137.010,-138.867,21.400
190.008,-159.249,21.231
231.900,-179.381,20.328
266.868,-198.556,11.709
287.743,-212.890,2.155
295.244,-217.360,3.744
294.265,-210.231,5.659
274.885,-185.843,-3.232
248.778,-153.201,-17.912
225.423,-108.411,-21.295
183.065,-47.995,-3.595
128.435,7.244,5.709
70.613,55.237,2.167
9.671,88.880,5.608
-46.898,111.630,1.565
-110.220,127.179,-1.463
-159.447,133.141,-9.577
-198.240,134.202,-23.641
-238.582,120.615,-15.478
-263.437,111.845,-5.470
-283.076,103.848,3.858
-278.514,91.352,21.019
-262.588,88.485,31.485
-245.011,75.270,35.092
-200.071,61.946,29.449
-150.767,48.687,18.016
-91.462,24.316,9.545
-22.364,2.866,4.250
34.889,-17.138,-5.142
87.768,-36.145,-14.230
132.839,-53.224,-17.611
159.741,-72.244,-17.957
163.913,-84.215,-2.444
144.443,-80.370,12.170
108.929,-76.561,15.769
72.415,-73.875,30.082
30.639,-62.034,29.241
-15.342,-59.353,12.143
-41.700,-64.457,4.244
-59.041,-62.663,-8.452
-77.140,-61.713,-14.468
-76.309,-61.297,-14.182
-69.160,-56.765,-25.041
-69.995,-49.932,-24.580
-65.323,-31.859,-6.201
-64.696,-1.588,4.210
-74.582,26.459,-1.008
-81.859,48.664,-5.499
-91.656,69.694,-5.502
-95.575,85.596,-4.616
-80.897,91.600,-0.527
-63.187,95.598,1.961
-44.013,99.269,6.002
-20.069,102.071,23.661
-0.077,108.507,38.504
12.510,114.731,39.780
16.871,124.566,45.556
14.994,137.568,46.839
8.182,147.132,45.131
3.277,150.236,44.871
1.650,135.116,25.530
-0.536,103.667,4.298
7.385,68.389,-8.363
21.473,29.061,-24.299
33.186,-13.655,-29.161
49.578,-49.797,-15.742
65.104,-74.952,3.170
78.442,-93.093,24.629
88.128,-99.606,34.366
85.095,-93.301,23.119
74.637,-78.180,21.457
57.048,-48.505,18.240
28.722,-15.521,-9.143
1.791,7.296,-32.715
-17.535,27.043,-46.983
-36.882,39.708,-57.023
-49.400,43.603,-54.543
-53.642,37.684,-45.600
-50.396,16.397,-37.052
-38.169,-0.226,-21.392
-25.139,-9.166,-3.075
-9.287,-15.662,6.816
0.995,-9.747,12.134
5.116,1.127,17.096
7.138,18.711,28.150
2.870,41.436,28.600
-2.116,52.937,9.587
-7.469,53.348,0.812
-12.580,53.423,-0.909
-21.284,54.633,-6.114
-26.935,46.197,-6.927
-26.974,29.503,-5.279
-29.937,13.310,-2.922
-27.157,5.115,-6.454
-20.788,2.850,-12.639
-13.411,-1.517,-14.630
1.173,0.655,-1.456
19.350,12.733,15.544
32.300,21.657,5.014
44.757,18.860,-5.898
61.681,11.704,4.995
74.829,4.579,7.100
83.534,-1.997,-1.164
89.159,-6.790,1.263
91.572,-10.544,-0.872
85.596,-5.038,-9.811
75.528,6.786,-9.121
65.877,17.355,2.177
55.404,31.994,18.903
50.441,46.738,18.857
49.338,52.177,14.579
46.843,51.320,21.289
32.724,45.845,16.033
12.172,36.461,7.989
-8.247,28.981,13.708
-36.257,23.309,14.834
-64.328,18.164,13.767
-85.011,12.068,25.401
-102.959,0.360,21.367
-113.076,-16.136,1.493
-103.789,-29.673,-10.234
-79.222,-40.694,-15.763
-44.608,-44.049,-16.998
-5.738,-35.071,-21.861
34.092,-32.532,-26.258
69.369,-36.610,-22.541
92.392,-40.257,-13.978
106.959,-48.793,-9.607
106.794,-58.255,-3.580
95.296,-69.700,9.287
73.450,-79.442,14.894
45.364,-87.151,15.024
24.242,-99.588,4.091
7.132,-111.930,-0.555
1.144,-117.893,7.339
1.995,-112.761,5.993
13.739,-97.654,5.213
32.806,-76.909,-1.710
41.934,-59.328,-12.668
47.769,-39.346,-20.229
37.893,-10.724,-25.744
20.143,7.357,-30.597
-0.076,17.765,-44.504
-30.283,22.904,-39.547
-52.129,19.063,-20.862
-73.443,16.476,-12.921
-86.642,6.359,4.889
-87.300,-6.499,16.031
-93.127,-15.987,23.164
-89.753,-21.186,44.284
-86.456,-20.059,47.630
-89.110,-19.119,44.423
-78.207,-1.888,39.657
-63.340,19.603,11.442
-45.720,33.313,-10.144
-19.682,53.064,-12.945
4.847,70.579,-19.531
28.825,87.827,-28.618
54.031,101.965,-35.400
74.596,104.689,-37.448
84.097,103.737,-30.847
80.854,97.648,-24.776
70.884,83.410,-21.606
51.241,65.372,-17.633
24.273,41.066,-13.033
-2.529,14.790,-8.891
-30.166,-7.107,-6.168
-48.498,-25.947,-1.064
-56.496,-37.214,-3.902
-60.994,-41.490,-10.154
-57.012,-39.444,-0.692
-53.325,-31.945,2.813
-52.932,-26.205,-5.790
-44.301,-22.186,-15.095
-36.363,-19.668,-20.259
-28.416,-14.586,-17.321
-15.575,-2.548,-19.699
-6.507,9.157,-6.432
3.391,22.865,14.494
11.511,35.774,14.161
21.125,41.213,20.268
32.634,46.659,31.494
36.537,50.787,33.960
42.027,55.873,34.325
48.248,59.781,29.821
52.901,56.111,26.626
60.045,54.984,20.835
66.833,51.856,11.426
77.986,42.399,12.598
94.643,35.736,16.462
111.468,27.112,22.988
129.736,17.379,26.365
144.088,6.689,15.861
154.738,-11.765,8.328
161.174,-30.243,-3.909
154.731,-49.131,-18.441
144.691,-66.249,-18.371
130.580,-73.560,-22.816
108.525,-77.845,-32.630
84.257,-78.490,-30.063
55.382,-72.803,-25.369
22.680,-65.789,-17.978
-9.386,-60.045,-6.216
-41.073,-61.930,-5.345
-73.625,-71.595,3.039
-102.924,-82.350,16.550
-124.716,-102.187,19.216
-139.015,-124.702,18.727
-148.870,-143.220,7.711
-148.407,-166.293,-3.446
-141.923,-176.900,-2.772
-136.349,-170.750,-0.747
-124.562,-151.580,-11.114
-111.532,-121.866,-31.111
-91.612,-97.279,-38.330
-61.600,-69.882,-32.400
-30.001,-38.695,-32.437
8.546,-16.099,-34.282
55.266,0.696,-20.861
98.263,13.396,-8.679
128.263,17.889,-5.002
