SITE CODE= CBB常陸太田市町屋町          ,38.1033,142.8600, 24,9.0,40613.6154873, 38.37, 66.67
 LAT.=   36.6140
 LON.=  140.5653
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 50
 NS,EW,UD
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.002
0.000,0.000,0.002
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.001,0.001
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.001,0.001
0.000,0.001,0.001
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.001,0.000
-0.001,0.001,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
-0.002,0.000,0.000
-0.002,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.002,0.000,0.000
-0.002,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,-0.001,0.000
0.000,0.000,-0.001
-0.001,0.000,-0.001
-0.001,0.001,0.000
-0.001,0.001,0.000
0.000,0.001,0.001
0.000,0.001,0.001
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.001,0.000
0.000,0.001,-0.001
0.000,0.001,-0.001
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.001,0.001
0.000,0.001,0.001
0.000,0.001,0.001
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.002
0.000,0.001,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,-0.001,0.001
-0.001,-0.001,0.001
-0.001,0.000,0.000
0.000,0.001,-0.001
0.000,0.001,-0.002
0.001,0.000,-0.001
0.000,0.000,0.000
-0.001,-0.001,0.001
-0.003,0.000,0.001
-0.002,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.001,0.000,0.000
0.000,0.000,0.001
-0.001,0.000,0.000
-0.001,-0.001,-0.002
0.000,-0.002,-0.003
0.000,-0.001,-0.002
0.000,0.000,0.000
-0.001,0.000,0.001
-0.003,0.000,0.000
-0.003,0.000,-0.001
-0.002,0.000,-0.001
0.001,0.001,0.000
0.003,0.002,0.002
0.002,0.000,0.002
-0.002,-0.001,0.000
-0.004,-0.002,-0.001
-0.002,0.000,-0.001
0.002,0.001,0.000
0.002,0.000,0.000
0.000,-0.001,0.000
-0.004,-0.001,-0.001
-0.002,0.000,0.000
0.003,0.002,0.000
0.006,0.000,0.000
0.002,-0.002,0.000
-0.005,-0.003,-0.001
-0.007,0.000,-0.001
-0.002,0.003,0.000
0.004,0.002,0.002
0.004,0.000,0.002
-0.001,-0.003,0.000
-0.004,-0.001,-0.001
-0.002,0.000,0.000
0.003,0.000,0.000
0.004,-0.001,0.001
0.000,-0.001,0.000
-0.003,0.000,-0.001
-0.002,0.002,0.000
0.000,0.001,0.000
0.000,0.000,0.000
-0.001,-0.002,0.000
-0.002,0.000,0.000
-0.001,0.001,0.000
0.000,0.002,0.000
0.001,0.000,0.000
0.000,-0.001,0.000
-0.001,-0.001,0.000
-0.001,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.001,0.001
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.001
-0.002,0.001,0.001
-0.002,0.001,0.000
0.000,0.000,0.000
0.001,0.000,0.000
0.002,0.000,0.001
0.000,0.000,0.001
-0.001,0.000,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.002,0.000,0.000
0.000,0.000,0.001
-0.001,0.000,0.001
-0.001,0.000,0.001
0.000,0.000,0.001
0.000,0.001,0.001
0.000,0.001,0.000
-0.002,0.000,0.000
-0.002,-0.001,-0.001
0.000,-0.001,-0.001
0.002,-0.001,0.000
0.001,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.002,0.000,0.000
-0.002,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.000,0.000,-0.001
0.000,0.001,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,-0.001
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.001,0.000
0.000,0.001,0.000
0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.002,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.002
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
-0.002,0.000,0.000
-0.001,0.000,0.000
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,-0.001,0.001
0.000,-0.001,0.001
0.000,0.000,0.001
-0.001,0.000,0.001
-0.001,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,-0.001,0.001
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.001
-0.001,-0.001,0.002
-0.002,-0.001,0.002
-0.002,-0.002,0.002
-0.001,-0.002,0.001
-0.001,-0.001,0.001
-0.001,-0.001,0.001
-0.001,-0.001,0.001
-0.001,-0.001,0.001
-0.001,-0.001,0.001
-0.001,0.000,0.001
-0.002,0.000,0.001
-0.002,0.000,0.001
-0.002,0.000,0.002
-0.001,-0.001,0.002
0.000,-0.001,0.002
0.000,-0.002,0.001
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
-0.001,-0.001,0.001
-0.002,-0.001,0.002
-0.001,-0.001,0.002
0.000,-0.001,0.001
0.000,-0.001,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.002
0.000,0.001,-0.002
0.000,0.001,-0.002
0.001,0.001,-0.002
0.001,0.001,-0.002
0.000,0.001,-0.002
0.000,0.001,-0.002
0.000,0.001,-0.001
0.000,0.001,0.000
0.000,0.001,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.001,-0.001
0.000,0.001,-0.002
0.000,0.001,-0.002
0.000,0.001,-0.001
0.000,0.001,0.000
0.000,0.001,0.001
0.000,0.002,0.000
0.000,0.001,-0.001
0.000,0.001,-0.001
0.000,0.001,-0.001
0.000,0.001,-0.001
0.000,0.001,-0.001
0.000,0.001,-0.002
0.001,0.000,-0.002
0.000,0.000,-0.003
0.000,0.000,-0.002
0.000,0.000,-0.002
0.000,0.000,-0.001
0.000,0.000,-0.001
0.001,0.001,-0.001
0.001,0.001,-0.001
0.001,0.001,-0.001
0.001,0.002,-0.001
0.002,0.002,-0.001
0.002,0.002,-0.001
0.001,0.002,-0.001
0.000,0.002,-0.001
0.000,0.002,0.000
0.000,0.002,0.000
0.000,0.002,0.001
0.000,0.001,0.001
-0.001,0.000,0.002
-0.001,-0.001,0.003
-0.001,-0.002,0.004
0.000,-0.002,0.003
0.000,-0.002,0.002
0.000,-0.003,0.000
0.000,-0.003,0.000
0.000,-0.003,0.000
-0.001,-0.001,0.001
-0.002,0.000,0.002
-0.002,0.000,0.002
-0.002,0.000,0.002
-0.001,-0.001,0.003
0.000,-0.001,0.004
0.000,-0.001,0.004
0.001,-0.002,0.003
0.001,-0.004,0.002
0.001,-0.004,0.000
0.003,-0.004,-0.003
0.004,-0.001,-0.005
0.004,0.001,-0.006
0.002,0.003,-0.007
0.001,0.005,-0.006
0.000,0.006,-0.005
0.000,0.007,-0.003
0.000,0.007,-0.001
0.000,0.006,0.000
0.000,0.003,0.001
0.000,0.000,0.002
0.001,-0.001,0.001
0.003,-0.002,0.001
0.003,-0.003,0.001
0.002,-0.003,0.000
0.000,-0.003,0.000
-0.002,-0.003,0.000
-0.004,-0.002,0.002
-0.004,0.000,0.003
-0.005,0.000,0.004
-0.006,0.000,0.003
-0.005,0.000,0.000
-0.003,-0.001,-0.001
0.000,0.000,-0.002
0.000,0.001,-0.003
0.002,0.004,-0.003
0.003,0.005,-0.002
0.003,0.005,-0.002
0.002,0.005,-0.001
0.000,0.005,-0.001
0.000,0.004,0.000
-0.002,0.002,0.002
-0.002,-0.001,0.003
-0.002,-0.005,0.003
0.000,-0.008,0.002
0.000,-0.008,0.001
0.000,-0.005,0.000
0.001,-0.003,0.001
0.002,0.000,0.001
0.002,0.002,0.000
0.002,0.006,-0.001
0.001,0.007,-0.002
0.000,0.006,-0.001
0.000,0.002,0.001
0.000,-0.002,0.002
0.000,-0.005,0.002
0.000,-0.005,0.002
0.000,-0.005,0.003
0.000,-0.005,0.007
-0.002,-0.004,0.011
-0.003,-0.004,0.012
-0.005,-0.003,0.008
-0.006,-0.003,0.003
-0.005,-0.004,-0.001
-0.003,-0.005,-0.003
-0.001,-0.005,-0.003
-0.001,-0.004,-0.002
-0.002,-0.002,0.000
-0.003,0.000,0.002
-0.003,0.001,0.005
-0.002,0.002,0.007
0.000,0.003,0.009
0.000,0.003,0.010
-0.001,0.001,0.009
-0.001,-0.002,0.006
0.000,-0.007,0.002
0.002,-0.011,-0.001
0.003,-0.012,-0.003
0.001,-0.011,-0.004
-0.001,-0.008,-0.003
-0.004,-0.003,-0.003
-0.005,0.002,-0.003
-0.005,0.007,-0.002
-0.004,0.010,-0.001
-0.004,0.010,0.001
-0.003,0.010,0.002
0.000,0.007,0.002
0.005,0.004,0.000
0.010,0.000,-0.002
0.012,-0.003,-0.004
0.010,-0.006,-0.005
0.007,-0.008,-0.004
0.002,-0.009,-0.003
-0.003,-0.008,-0.003
-0.007,-0.007,-0.002
-0.009,-0.004,-0.002
-0.009,-0.001,-0.001
-0.007,0.003,0.000
-0.004,0.009,-0.001
-0.001,0.013,-0.002
0.001,0.016,-0.003
0.002,0.015,-0.003
0.001,0.013,-0.001
-0.002,0.010,0.001
-0.006,0.008,0.003
-0.008,0.002,0.003
-0.006,-0.005,0.003
-0.001,-0.014,0.002
0.004,-0.019,0.000
0.007,-0.018,-0.004
0.008,-0.012,-0.008
0.008,-0.004,-0.010
0.007,0.004,-0.010
0.004,0.013,-0.008
0.000,0.021,-0.006
-0.007,0.025,-0.003
-0.010,0.024,-0.001
-0.008,0.018,0.002
-0.002,0.008,0.002
0.004,-0.001,0.000
0.008,-0.010,-0.003
0.010,-0.015,-0.007
0.012,-0.017,-0.010
0.015,-0.014,-0.009
0.014,-0.007,-0.007
0.007,0.002,-0.005
-0.003,0.012,-0.002
-0.011,0.018,0.000
-0.012,0.019,0.003
-0.008,0.015,0.005
-0.004,0.009,0.005
-0.002,0.002,0.003
-0.003,-0.002,0.002
-0.001,-0.007,0.002
0.002,-0.010,0.004
0.005,-0.011,0.007
0.004,-0.008,0.009
0.000,-0.003,0.006
-0.004,0.000,0.002
-0.006,0.000,0.000
-0.004,-0.001,0.000
-0.001,-0.001,0.003
0.001,-0.001,0.004
0.003,-0.001,0.004
0.003,-0.003,0.002
0.003,-0.005,0.002
0.002,-0.004,0.003
0.000,0.000,0.003
-0.002,0.004,0.000
-0.004,0.005,-0.003
-0.006,0.002,-0.004
-0.007,0.000,-0.002
-0.004,-0.002,0.002
0.000,-0.005,0.005
0.004,-0.009,0.003
0.010,-0.012,-0.002
0.014,-0.012,-0.004
0.015,-0.007,-0.003
0.010,0.001,0.000
0.000,0.009,0.003
-0.010,0.012,0.003
-0.016,0.012,0.002
-0.014,0.009,0.001
-0.008,0.007,0.002
-0.001,0.002,0.002
0.003,-0.003,0.001
0.005,-0.009,0.000
0.008,-0.012,0.000
0.008,-0.010,0.004
0.005,-0.005,0.007
-0.002,0.000,0.009
-0.010,0.001,0.011
-0.016,0.003,0.012
-0.017,0.005,0.015
-0.015,0.007,0.016
-0.011,0.004,0.014
-0.007,-0.004,0.008
-0.001,-0.014,0.002
0.003,-0.021,-0.002
0.004,-0.020,-0.004
0.000,-0.015,-0.006
-0.003,-0.009,-0.009
-0.005,-0.004,-0.010
-0.004,0.003,-0.009
-0.001,0.013,-0.003
-0.001,0.021,0.005
-0.003,0.021,0.013
-0.005,0.013,0.017
-0.003,0.001,0.016
0.000,-0.009,0.012
0.005,-0.015,0.007
0.008,-0.019,0.000
0.006,-0.022,-0.004
0.003,-0.022,-0.007
0.000,-0.016,-0.005
-0.002,-0.005,0.000
-0.006,0.007,0.005
-0.009,0.014,0.006
-0.011,0.015,0.003
-0.009,0.010,0.001
-0.002,0.004,0.002
0.005,-0.001,0.007
0.010,-0.005,0.011
0.011,-0.010,0.009
0.010,-0.015,0.001
0.008,-0.015,-0.008
0.006,-0.009,-0.013
0.002,0.001,-0.013
-0.006,0.011,-0.008
-0.016,0.014,-0.002
-0.023,0.010,-0.001
-0.024,0.004,-0.002
-0.016,-0.001,-0.003
-0.003,-0.003,-0.003
0.010,-0.001,-0.003
0.018,0.002,-0.003
0.021,0.008,-0.007
0.017,0.013,-0.011
0.010,0.016,-0.013
0.002,0.016,-0.011
-0.004,0.013,-0.006
-0.009,0.007,-0.002
-0.010,-0.003,0.000
-0.008,-0.015,-0.002
-0.003,-0.024,-0.002
0.002,-0.025,0.001
0.006,-0.019,0.008
0.006,-0.011,0.016
0.002,-0.005,0.021
-0.005,-0.001,0.020
-0.012,0.004,0.015
-0.018,0.010,0.012
-0.021,0.010,0.014
-0.022,0.002,0.022
-0.023,-0.014,0.030
-0.023,-0.030,0.033
-0.020,-0.043,0.030
-0.015,-0.050,0.023
-0.008,-0.052,0.017
-0.003,-0.049,0.013
0.000,-0.036,0.009
0.004,-0.018,0.003
0.009,0.000,-0.005
0.012,0.016,-0.012
0.013,0.026,-0.017
0.009,0.031,-0.018
0.003,0.032,-0.014
-0.001,0.026,-0.008
-0.003,0.016,-0.001
-0.003,0.005,0.007
-0.003,-0.003,0.011
-0.002,-0.008,0.012
0.001,-0.011,0.012
0.008,-0.015,0.015
0.014,-0.016,0.016
0.016,-0.013,0.009
0.014,-0.010,-0.005
0.011,-0.010,-0.021
0.009,-0.012,-0.027
0.002,-0.011,-0.021
-0.011,-0.004,-0.010
-0.028,0.006,-0.001
-0.037,0.011,0.005
-0.033,0.009,0.010
-0.018,0.006,0.017
-0.002,0.009,0.023
0.007,0.015,0.024
0.010,0.015,0.020
0.008,0.005,0.015
0.005,-0.009,0.013
0.000,-0.018,0.013
-0.010,-0.018,0.010
-0.021,-0.018,0.002
-0.029,-0.021,-0.002
-0.032,-0.024,0.001
-0.028,-0.020,0.012
-0.019,-0.007,0.022
-0.008,0.004,0.023
0.002,0.007,0.014
0.010,0.004,-0.001
0.014,0.001,-0.013
0.016,0.002,-0.018
0.017,0.003,-0.018
0.017,0.000,-0.013
0.013,-0.007,-0.008
0.006,-0.015,-0.003
0.000,-0.017,0.000
-0.001,-0.015,0.003
0.000,-0.012,0.005
0.003,-0.011,0.006
0.004,-0.010,0.002
0.005,-0.004,-0.006
0.005,0.004,-0.017
0.004,0.012,-0.023
0.002,0.017,-0.021
-0.003,0.018,-0.013
-0.009,0.020,-0.004
-0.013,0.020,0.000
-0.017,0.016,0.001
-0.020,0.004,0.004
-0.017,-0.010,0.010
-0.009,-0.022,0.019
0.004,-0.025,0.026
0.017,-0.022,0.028
0.020,-0.016,0.023
0.011,-0.008,0.017
-0.003,0.002,0.013
-0.018,0.015,0.012
-0.028,0.027,0.009
-0.033,0.031,0.000
-0.033,0.027,-0.015
-0.027,0.016,-0.029
-0.013,0.005,-0.032
0.002,-0.003,-0.023
0.015,-0.009,-0.005
0.022,-0.011,0.012
0.027,-0.012,0.022
0.031,-0.012,0.025
0.032,-0.011,0.024
0.023,-0.011,0.022
0.002,-0.014,0.021
-0.021,-0.022,0.017
-0.033,-0.033,0.009
-0.029,-0.043,-0.004
-0.017,-0.050,-0.017
-0.008,-0.046,-0.025
-0.006,-0.032,-0.022
-0.005,-0.010,-0.010
-0.001,0.017,0.006
0.004,0.041,0.016
0.004,0.055,0.015
-0.002,0.057,0.006
-0.009,0.045,0.004
-0.005,0.023,0.016
0.007,-0.002,0.036
0.016,-0.027,0.048
0.016,-0.049,0.039
0.008,-0.066,0.013
0.000,-0.077,-0.013
-0.004,-0.074,-0.026
-0.013,-0.053,-0.024
-0.031,-0.018,-0.018
-0.051,0.016,-0.013
-0.060,0.040,-0.007
-0.050,0.052,0.002
-0.028,0.060,0.018
-0.006,0.062,0.034
0.009,0.050,0.047
0.018,0.017,0.054
0.023,-0.027,0.055
0.021,-0.064,0.049
0.011,-0.082,0.037
0.000,-0.088,0.020
-0.007,-0.091,0.001
-0.005,-0.088,-0.013
-0.001,-0.069,-0.022
-0.002,-0.028,-0.024
